timestamp_ms,ax_mg,ay_mg,az_mg,gx_dps,gy_dps,gz_dps,temp_c
30924,-1421.63,1921.63,3999.88,-500.27,500.26,183.91,34.51
30946,-1421.63,1921.63,3999.88,-500.27,500.26,182.20,34.51
30968,-1421.63,1921.63,3999.88,-500.27,500.26,179.88,34.51
30990,-1421.63,1921.63,3999.88,-500.27,500.26,179.85,34.51
31012,-1421.63,1921.63,3999.88,-500.27,500.26,177.53,34.50
31034,-1421.63,1921.63,3999.88,-500.27,500.26,183.85,34.51
31056,-1421.63,1921.63,3999.88,-500.27,500.26,178.50,34.52
31078,-1421.63,1921.63,3999.88,-500.27,500.26,178.75,34.51
31100,-1421.63,1921.63,3999.88,-500.27,500.26,182.05,34.53
31122,-1414.31,1922.36,3999.88,-500.27,500.26,178.20,34.51
31144,-1414.31,1922.36,3999.88,-500.27,500.26,177.47,34.53
31166,-1414.31,1922.36,3999.88,-500.27,500.26,180.43,34.52
31188,-1414.31,1922.36,3999.88,-500.27,500.26,179.54,34.53
31210,-1414.31,1922.36,3999.88,-500.27,500.26,180.92,34.51
31232,-1414.31,1922.36,3999.88,-500.27,500.26,178.23,34.50
31254,-1414.31,1922.36,3999.88,-500.27,500.26,177.44,34.51
31276,-1414.31,1922.36,3999.88,-500.27,500.26,181.28,34.52
31298,-1414.31,1922.36,3999.88,-500.27,500.26,177.25,34.51
31320,-1414.31,1922.36,3999.88,-500.27,500.26,181.07,34.51
31342,-1414.31,1922.36,3999.88,-500.27,500.26,178.56,34.52
31364,-1414.31,1922.36,3999.88,-500.27,500.26,180.21,34.52
31386,-1414.31,1922.36,3999.88,-500.27,500.26,174.17,34.52
31408,-1414.31,1922.36,3999.88,-500.27,500.26,174.78,34.51
31430,-1414.31,1922.36,3999.88,-500.27,500.26,172.98,34.51
31452,-1414.31,1922.36,3999.88,-500.27,500.26,178.63,34.50
31474,-1414.31,1922.36,3999.88,-500.27,500.26,179.05,34.49
31496,-1414.31,1922.36,3999.88,-500.27,500.26,180.31,34.50
31518,-1414.31,1922.36,3999.88,-500.27,500.26,184.31,34.53
31540,-1414.31,1922.36,3999.88,-500.27,500.26,182.05,34.52
31562,-1414.31,1922.36,3999.88,-500.27,500.26,181.50,34.52
31584,-1414.31,1922.36,3999.88,-500.27,500.26,181.04,34.51
31606,-1414.31,1922.36,3999.88,-500.27,500.26,179.60,34.50
31628,-1414.31,1922.36,3999.88,-500.27,500.26,178.11,34.50
31650,-1414.31,1922.36,3999.88,-500.27,500.26,178.63,34.50
31672,-1414.31,1922.36,3999.88,-500.27,500.26,175.24,34.51
31694,-1414.31,1922.36,3999.88,-500.27,500.26,174.56,34.50
31716,-1414.31,1922.36,3999.88,-500.27,500.26,175.76,34.50
31738,-1421.63,1920.17,3999.88,-500.27,500.26,174.44,34.51
31760,-1421.63,1920.17,3999.88,-500.27,500.26,178.35,34.51
31782,-1421.63,1920.17,3999.88,-500.27,500.26,179.48,34.50
31804,-1421.63,1920.17,3999.88,-500.27,500.26,177.71,34.52
31826,-1421.63,1920.17,3999.88,-500.27,500.26,176.58,34.51
31848,-1421.63,1920.17,3999.88,-500.27,500.26,179.54,34.51
31870,-1421.63,1920.17,3999.88,-500.27,500.26,175.69,34.51
31892,-1421.63,1920.17,3999.88,-500.27,500.26,176.85,34.50
31914,-1421.63,1920.17,3999.88,-500.27,500.26,179.66,34.52
